,RM10/0001,RM10/0002,Year,Month,Time,Group Description,Average_price,PNGASEUUSDM_1,PPOILUSDM_1,Electricity_1,PNGASEUUSDM_2,PPOILUSDM_2,Electricity_2,PNGASEUUSDM_3,PPOILUSDM_3,Electricity_3,PNGASEUUSDM_4,PPOILUSDM_4,Electricity_4,PNGASEUUSDM_5,PPOILUSDM_5,Electricity_5,PNGASEUUSDM_6,PPOILUSDM_6,Electricity_6,PNGASEUUSDM_7,PPOILUSDM_7,Electricity_7,PNGASEUUSDM_8,PPOILUSDM_8,Electricity_8,PNGASEUUSDM_9,PPOILUSDM_9,Electricity_9,PNGASEUUSDM_10,PPOILUSDM_10,Electricity_10,PNGASEUUSDM_11,PPOILUSDM_11,Electricity_11,PNGASEUUSDM_12,PPOILUSDM_12,Electricity_12,AR_1,AR_2,AR_3,AR_4,AR_5,AR_6,AR_7,AR_8,AR_9,AR_10,AR_11,AR_12
39,False,True,2018,4,2018-04-26,anionic surfactant,1.3307289325,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,5.8925193535705,648.161663544148,43.73,6.04060639329964,661.631565157988,35.6,5.53605864288667,621.819465680048,32.43,5.09602758292347,617.158220835306,34.86,4.98381825297843,621.181586939107,33.51,5.07717077404447,655.510616305257,32.56,5.03512731388889,623.207664785016,38.91,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849,1.3137358354835,1.2474053121428572,1.3155829285714287,1.3086395308333334,1.276749045,1.2505014933333334,1.2907752824880463
40,False,True,2018,5,2018-05-31,anionic surfactant,1.2330971305000002,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,5.8925193535705,648.161663544148,43.73,6.04060639329964,661.631565157988,35.6,5.53605864288667,621.819465680048,32.43,5.09602758292347,617.158220835306,34.86,4.98381825297843,621.181586939107,33.51,5.07717077404447,655.510616305257,32.56,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849,1.3137358354835,1.2474053121428572,1.3155829285714287,1.3086395308333334,1.276749045,1.2505014933333334
41,False,True,2018,6,2018-06-30,anionic surfactant,1.289482490714286,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,5.8925193535705,648.161663544148,43.73,6.04060639329964,661.631565157988,35.6,5.53605864288667,621.819465680048,32.43,5.09602758292347,617.158220835306,34.86,4.98381825297843,621.181586939107,33.51,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849,1.3137358354835,1.2474053121428572,1.3155829285714287,1.3086395308333334,1.276749045
42,False,True,2018,7,2018-07-31,anionic surfactant,1.3443314653333334,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,5.8925193535705,648.161663544148,43.73,6.04060639329964,661.631565157988,35.6,5.53605864288667,621.819465680048,32.43,5.09602758292347,617.158220835306,34.86,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849,1.3137358354835,1.2474053121428572,1.3155829285714287,1.3086395308333334
43,False,True,2018,8,2018-08-31,anionic surfactant,1.292783834875,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,5.8925193535705,648.161663544148,43.73,6.04060639329964,661.631565157988,35.6,5.53605864288667,621.819465680048,32.43,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849,1.3137358354835,1.2474053121428572,1.3155829285714287
44,False,True,2018,9,2018-09-30,anionic surfactant,1.3793729098,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,5.8925193535705,648.161663544148,43.73,6.04060639329964,661.631565157988,35.6,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849,1.3137358354835,1.2474053121428572
45,False,True,2018,10,2018-10-30,anionic surfactant,1.3489046987500002,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,5.8925193535705,648.161663544148,43.73,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849,1.3137358354835
46,False,True,2018,11,2018-11-30,anionic surfactant,1.3104759824444443,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,6.73403752405179,635.563806500635,57.07,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125,1.297280849
47,False,True,2018,12,2018-12-31,anionic surfactant,1.340884042,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,7.20979162558986,592.797796439949,56.42,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002,1.24660106125
48,False,True,2019,1,2019-01-31,anionic surfactant,1.30853353,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,6.6483033104452,633.347501155855,58.38,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234,1.2847630950000002
49,False,True,2019,2,2019-02-28,anionic surfactant,1.3236902085714288,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,7.84103556202786,642.943711013104,55.31,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002,1.4274762234
50,False,True,2019,3,2019-03-31,anionic surfactant,1.3952711606250001,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,8.53636130051361,624.308918836003,42.08,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325,1.3937309130000002
51,False,True,2019,4,2019-04-30,anionic surfactant,1.2391956620000002,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,7.06473256709682,618.000861676943,39.89,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002,1.3307289325
52,False,True,2019,5,2019-05-31,anionic surfactant,1.327332698,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,7.46086307392455,606.02164191076,36.2,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286,1.2330971305000002
53,False,True,2019,6,2019-06-30,anionic surfactant,1.3272274264285715,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,7.50442301005288,582.897990498486,44.5,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334,1.289482490714286
54,False,True,2019,7,2019-07-31,anionic surfactant,1.37934668759,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,7.62106268282328,538.208165734094,49.36,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875,1.3443314653333334
55,False,True,2019,8,2019-08-31,anionic surfactant,1.318363750625,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,8.10411407925839,534.352874709735,54.18,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098,1.292783834875
56,False,True,2019,9,2019-09-30,anionic surfactant,1.3360860321428571,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,9.51888018341773,524.853111692692,69.08,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002,1.3793729098
57,False,True,2019,10,2019-10-31,anionic surfactant,1.2959319975,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,8.59591459921168,506.85604169469,79.88,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443,1.3489046987500002
58,False,True,2019,11,2019-11-26,anionic surfactant,1.375330145,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,8.20449016673927,444.079833274839,154.27,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042,1.3104759824444443
59,False,True,2019,12,2019-12-20,anionic surfactant,1.3216843671428573,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,7.89294582141602,462.438918474042,89.86,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353,1.340884042
60,False,True,2020,1,2020-01-30,anionic surfactant,1.30656833,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,7.16106495279494,519.152943137988,92.01,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288,1.30853353
61,False,True,2020,2,2020-02-29,anionic surfactant,1.2995814855,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,5.98633856004478,522.287898643095,77.19,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001,1.3236902085714288
62,False,True,2020,3,2020-03-31,anionic surfactant,1.3912039183333336,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,5.19718007325235,492.679439788188,53.45,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002,1.3952711606250001
63,False,True,2020,4,2020-04-24,anionic surfactant,1.4187500000000002,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,4.95324985018727,503.28511243152,44.12,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698,1.2391956620000002
64,False,True,2020,5,2020-05-31,anionic surfactant,1.559828560625,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,4.36018288772047,472.097758555727,40.75,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715,1.327332698
65,False,True,2020,6,2020-06-29,anionic surfactant,1.2750000000000001,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,3.4830359995733,474.627071385656,42.17,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759,1.3272274264285715
66,False,True,2020,7,2020-07-31,anionic surfactant,1.4758282255,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,3.59594390863893,466.214596109574,38.9,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625,1.37934668759
67,False,True,2020,8,2020-08-21,anionic surfactant,1.3183071575,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,3.27019667685218,508.608892809685,36.8,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571,1.318363750625
68,False,True,2020,9,2020-09-30,anionic surfactant,1.4476092645454546,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,3.08680458622908,506.856315453768,42.16,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975,1.3360860321428571
69,False,True,2020,10,2020-10-31,anionic surfactant,1.5702512800000001,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,3.33972424571811,523.520131772373,44.3,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145,1.2959319975
70,False,True,2020,11,2020-11-30,anionic surfactant,1.36201394414,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,4.78101952320268,612.802778088192,54.86,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573,1.375330145
71,False,True,2020,12,2020-12-31,anionic surfactant,1.4491743225,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,4.24354874414172,685.283404717487,50.99,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833,1.3216843671428573
72,False,True,2021,1,2021-01-26,anionic surfactant,1.5514828453440002,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,3.62626971086415,726.585601903826,53.7,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855,1.30656833
73,False,True,2021,2,2021-02-26,anionic surfactant,1.4497291458333335,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,2.99547720316124,642.252155857179,46.73,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336,1.2995814855
74,False,True,2021,3,2021-03-31,anionic surfactant,1.6072262433333335,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,2.78982367083096,557.90283704059,35.49,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002,1.3912039183333336
75,False,True,2021,4,2021-04-30,anionic surfactant,1.55762644,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,2.08388220243467,518.474155088473,30.54,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625,1.4187500000000002
76,False,True,2021,5,2021-05-31,anionic surfactant,1.5214366590000001,7.28272360640966,1036.29341179646,44.17,6.2051973852943,995.801045240987,50.87,6.17134082863617,968.868406413008,56.1,7.3028206615582,936.449653369777,47.18,5.82863918292304,910.648399616273,43.44,4.78350794364508,841.639684375727,48.65,4.81382163501778,730.949822826911,44.16,3.85499557430583,707.32528125622,37.58,2.61156554603956,674.699438865209,31.8,1.64086282218474,610.495597533936,25.98,1.64729998235994,573.22358653095,24.62,1.46261232047386,498.482164768442,19.9,1.55762644,1.6072262433333335,1.4497291458333335,1.5514828453440002,1.4491743225,1.36201394414,1.5702512800000001,1.4476092645454546,1.3183071575,1.4758282255,1.2750000000000001,1.559828560625
