,SITE,SUPPLIER NUMBER,PURCHASE NUMBER,POSTING DATE,Group Description,Key RM code,WEIGHT (kg),PRICE (EUR/kg)
16729,CHBE,600013,PI1610523,2016-11-30T00:00:00.0000000,non-ionic surfactant,RM12/0002,24180,1.31
16730,CUK,500847,PINV65774,2016-11-30T00:00:00.0000000,Solvent,RM08/0010,2377,0.5995220933772822
16731,CUK,500146,PINV65900,2016-11-30T00:00:00.0000000,anionic surfactant,RM10/0001,2000,0.7419336209999998
16732,CUK,500146,PINV65858,2016-11-30T00:00:00.0000000,Alkalis,RM02/0001,192360,0.1591093079999999
16733,CHBE,600013,PI1610579,2016-11-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,24200,1.18
16734,CHIT,494030,16-IT2194,2016-11-30T00:00:00.0000000,builder,RM20/0020,32420,0.6270974706971005
16735,CHBE,605200,PI1610624,2016-11-30T00:00:00.0000000,fatty acid,RM14/0001,25000,1.3078
16736,CHBE,600347,PI1610633,2016-11-30T00:00:00.0000000,solvent,RM08/0017,22320,0.98
16737,CHBE,600021,PI1610521,2016-11-30T00:00:00.0000000,acid,RM01/0004,22020,0.3574722979109899
16738,CHBE,601304,PI1610555,2016-11-30T00:00:00.0000000,non-ionic surfactant,RM12/0005,24200,1.59
16739,CHBE,600168,PI1610641,2016-11-30T00:00:00.0000000,Bleaching agent,RM04/0001,642806,0.2524499926883073
16740,CHBE,601046,PI1610536,2016-11-30T00:00:00.0000000,acid,RM01/0001,25000,0.47
16741,CHIT,494030,16-IT2194,2016-11-30T00:00:00.0000000,acid,RM01/0006,27260,0.715
16742,CHBE,600435,PI1610243,2016-11-30T00:00:00.0000000,builder,RM20/0001,22500,0.935
16743,CUK,500392,PINV65747,2016-11-30T00:00:00.0000000,non-ionic surfactant,RM12/0005,23160,1.6749994888703996
16744,CHBE,600700,PI1610528,2016-11-30T00:00:00.0000000,acid,RM01/0001,28920,0.447
16745,CHBE,600025,PI1610604,2016-11-30T00:00:00.0000000,Alkalis,RM02/0001,28420,0.185
16746,CHBE,600021,PI1610601,2016-11-30T00:00:00.0000000,acid,RM01/0004,22060,0.3574718948322755
16747,CHBE,600013,PI1610518,2016-11-30T00:00:00.0000000,non-ionic surfactant,RM12/0002,23800,1.31
16748,CHBE,600025,PI1610625,2016-11-30T00:00:00.0000000,Alkalis,RM02/0001,27940,0.185
16749,CHBE,600005,PI1610505,2016-11-30T00:00:00.0000000,builder,RM20/0020,22500,0.69
16750,CHBE,600021,PI1610634,2016-11-30T00:00:00.0000000,acid,RM01/0004,22020,0.3574722979109899
16751,CHBE,600025,PI1610255,2016-11-30T00:00:00.0000000,Alkalis,RM02/0002,24880,0.322
16752,CHIT,498950,16-IT2235,2016-11-30T00:00:00.0000000,Bleaching agent,RM04/0006,26160.000000000004,0.1479999999999999
16753,CHBE,600206,PI1609979,2016-11-28T00:00:00.0000000,acid,RM01/0001,27000,0.4848899999999998
16754,CHBE,600517,PI1610007,2016-11-28T00:00:00.0000000,acid,RM01/0001,28340,0.45
16755,CHBE,600347,PI1610026,2016-11-28T00:00:00.0000000,solvent,RM08/0017,22000,0.98
16756,CHBE,601304,PI1609964,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0005,24300,1.59
16757,CHBE,601304,PI1610004,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0008,24400,1.53
16758,CHIT,489630,16-IT2142,2016-11-28T00:00:00.0000000,anionic surfactant,RM10/0002,1000,1.5000000000000002
16759,CHBE,600038,PI1609983,2016-11-28T00:00:00.0000000,Alkalis,RM02/0001,28960,0.185
16760,CHBE,601205,PI1609982,2016-11-28T00:00:00.0000000,anionic surfactant,RM10/0001,5033,0.5333995628849592
16761,CHBE,605200,PI1609993,2016-11-28T00:00:00.0000000,fatty acid,RM14/0001,24880,1.307234726688103
16762,CHBE,600435,PI1609965,2016-11-28T00:00:00.0000000,solvent,RM08/0017,20000,0.98
16763,CHBE,601587,PI1609996,2016-11-28T00:00:00.0000000,anionic surfactant,RM10/0002,28020,1.0339999999999998
16764,CHBE,601085,PI1609969,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0003,22620,1.15
16765,CHBE,600206,PI1610006,2016-11-28T00:00:00.0000000,acid,RM01/0001,26980,0.484889918
16766,CHBE,600933,PI1610021,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0003,26620,1.187
16767,CHBE,601304,PI1610005,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0005,24500,1.59
16768,CHBE,600013,PI1609997,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0003,24240,1.18
16769,CHBE,600206,PI1609966,2016-11-28T00:00:00.0000000,acid,RM01/0001,26960,0.4848898367952522
16770,CHBE,600700,PI1609970,2016-11-28T00:00:00.0000000,acid,RM01/0001,28420,0.4470000000000001
16771,CHBE,600013,PI1609990,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0003,24140,1.18
16772,CHBE,601085,PI1610008,2016-11-28T00:00:00.0000000,non-ionic surfactant,RM12/0003,22800,1.15
16773,CUK,501128,PINV65532,2016-11-25T00:00:00.0000000,builder,RM20/0015,24360,1.009999692
16774,CUK,500292,PINV65523,2016-11-25T00:00:00.0000000,anionic surfactant,RM10/0002,6000,1.3028515799999998
16775,CUK,500296,PINV65546,2016-11-25T00:00:00.0000000,fatty acid,RM14/0001,4250,1.3259108999999998
16776,CHBE,605684,PI1609962,2016-11-24T00:00:00.0000000,Bleaching agent,RM04/0006,28080,0.11
16777,CHBE,605861,PI1609936,2016-11-24T00:00:00.0000000,Alkalis,RM02/0002,27920,0.345
16778,CHBE,605684,PI1609883,2016-11-22T00:00:00.0000000,Bleaching agent,RM04/0006,28220,0.11
16779,CHBE,605684,PI1609884,2016-11-22T00:00:00.0000000,Alkalis,RM02/0001,26900,0.184257249
16780,CHBE,605684,PI1609793,2016-11-21T00:00:00.0000000,Alkalis,RM02/0001,26840,0.1844761549925484
16781,CHIT,487190,16-IT2094,2016-11-17T00:00:00.0000000,acid,RM01/0004,5200,0.48
16782,CHIT,486240,16-IT2102,2016-11-17T00:00:00.0000000,Solvent,RM08/0010,1250,0.6600000000000003
16783,CHIT,487190,16-IT2095,2016-11-17T00:00:00.0000000,Alkalis,RM02/0002,23880,0.405
16784,CUK,501128,PINV65276,2016-11-08T00:00:00.0000000,builder,RM20/0015,25000.000000000004,1.009999692
16785,CHBE,600013,PI1609533,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0002,24180,1.31
16786,CUK,500392,PINV65071,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0005,22840,1.6749994888703998
16787,CHBE,600013,PI1609510,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0002,24180,1.31
16788,CHIT,494030,16-IT2023,2016-10-31T00:00:00.0000000,builder,RM20/0020,27520,0.605
16789,CHBE,605684,PI1609237,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,27840,0.1846278735632183
16790,CHBE,600700,PI1609522,2016-10-31T00:00:00.0000000,acid,RM01/0001,28600,0.447
16791,CHBE,600933,PI1609196,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,27100,1.112
16792,CHBE,600933,PI1609144,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,27050,1.112
16793,CHBE,605684,PI1609235,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,27780,0.185
16794,CHBE,600038,PI1609199,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,29820,0.185
16795,CHBE,600933,PI1609181,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,27050,1.112
16796,CUK,500206,PINV65159,2016-10-31T00:00:00.0000000,anionic surfactant,RM10/0002,9450,1.0649989644444444
16797,CUK,500392,PINV65070,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0005,23020,1.6749994888703998
16798,CUK,500146,PINV65394,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,138680,0.159109308
16799,CHBE,600700,PI1609518,2016-10-31T00:00:00.0000000,acid,RM01/0001,28600,0.447
16800,CUK,500392,PINV65225,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0005,9800,1.6749994888703998
16801,CHBE,600206,PI1609301,2016-10-31T00:00:00.0000000,acid,RM01/0001,27020,0.4848900814211695
16802,CHIT,498950,16-IT2046,2016-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,25380,0.148
16803,CHBE,600933,PI1609120,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,27050,1.112
16804,CHBE,600013,PI1609527,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0002,24180,1.31
16805,CHBE,600206,PI1609246,2016-10-31T00:00:00.0000000,acid,RM01/0001,27080,0.4848899556868537
16806,CHBE,600021,PI1609322,2016-10-31T00:00:00.0000000,acid,RM01/0004,22020,0.3574722979109899
16807,CHBE,600206,PI1609254,2016-10-31T00:00:00.0000000,acid,RM01/0001,27000,0.4848899999999998
16808,CHBE,600700,PI1609596,2016-10-31T00:00:00.0000000,acid,RM01/0001,28700,0.447
16809,CHBE,600168,PI1609575,2016-10-31T00:00:00.0000000,Bleaching agent,RM04/0001,416780,0.2524499976006526
16810,CHIT,487210,16-ITUE116,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0002,1800,1.664
16811,CHBE,601667,PI1609121,2016-10-31T00:00:00.0000000,acid,RM01/0004,22040,0.3702127949183303
16812,CHBE,601085,PI1609178,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,22360,1.15
16813,CHBE,601587,PI1609166,2016-10-31T00:00:00.0000000,anionic surfactant,RM10/0002,28000,1.034
16814,CHIT,487190,16-IT2038,2016-10-31T00:00:00.0000000,acid,RM01/0006,27000,0.715
16815,CHBE,600435,PI1609286,2016-10-31T00:00:00.0000000,builder,RM20/0001,22500,0.935
16816,CHBE,601085,PI1609162,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,23000,1.15
16817,CHBE,600435,PI1609285,2016-10-31T00:00:00.0000000,solvent,RM08/0017,23000,1.005
16818,CHIT,494030,16-IT2023,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,55020,0.2240654307524536
16819,CHBE,605200,PI1609102,2016-10-31T00:00:00.0000000,fatty acid,RM14/0001,24800,1.3048387096774194
16820,CHBE,600025,PI1609583,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,28920,0.185
16821,CHBE,605684,PI1609524,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,27940,0.1845497494631352
16822,CHBE,605684,PI1609236,2016-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,28160,0.11
16823,CHBE,605200,PI1609155,2016-10-31T00:00:00.0000000,fatty acid,RM14/0001,25200,1.3
16824,CHBE,600005,PI1609551,2016-10-31T00:00:00.0000000,builder,RM20/0015,22500,1.05
16825,CHBE,605200,PI1609542,2016-10-31T00:00:00.0000000,fatty acid,RM14/0001,24460,1.3
16826,CHBE,600347,PI1609534,2016-10-31T00:00:00.0000000,solvent,RM08/0017,22000,0.98
16827,CHBE,600347,PI1609298,2016-10-31T00:00:00.0000000,solvent,RM08/0017,22000,0.98
16828,CHIT,487130,16-IT1983,2016-10-31T00:00:00.0000000,anionic surfactant,RM10/0001,4740,0.54
16829,CHBE,600933,PI1609209,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,23060,1.112
16830,CHBE,601085,PI1609112,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,23060,1.15
16831,CHBE,600517,PI1609305,2016-10-31T00:00:00.0000000,acid,RM01/0001,24040,0.45
16832,CHBE,600168,PI1609574,2016-10-31T00:00:00.0000000,Bleaching agent,RM04/0001,222580,0.2524499955072332
16833,CHBE,600355,PI1609160,2016-10-31T00:00:00.0000000,acid,RM01/0007,8160,0.2168308823529412
16834,CHBE,600355,PI1609107,2016-10-31T00:00:00.0000000,acid,RM01/0007,8160,0.2218308823529412
16835,CHBE,601085,PI1609206,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0008,9800,1.59
16836,CHIT,487190,16-IT2029,2016-10-31T00:00:00.0000000,Alkalis,RM02/0002,23980,0.41
16837,CHBE,601085,PI1609206,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0005,9960,1.63
16838,CHBE,601085,PI1609141,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0005,19940,1.63
16839,CHBE,601085,PI1609142,2016-10-31T00:00:00.0000000,non-ionic surfactant,RM12/0002,21260,1.36
16840,CHBE,601046,PI1609558,2016-10-31T00:00:00.0000000,acid,RM01/0001,21950,0.47
16841,CHBE,600021,PI1609269,2016-10-31T00:00:00.0000000,acid,RM01/0004,21980,0.3574731574158325
16842,CHBE,600347,PI1609243,2016-10-31T00:00:00.0000000,solvent,RM08/0017,21980,0.9799999999999996
16843,CHBE,600025,PI1609205,2016-10-31T00:00:00.0000000,Alkalis,RM02/0001,29180,0.185
16844,CHBE,600005,PI1609208,2016-10-31T00:00:00.0000000,builder,RM20/0015,27400,0.955
16845,CHIT,498950,16-IT2045,2016-10-31T00:00:00.0000000,Bleaching agent,RM04/0006,25840,0.148
16846,CHBE,605684,PI1609080,2016-10-28T00:00:00.0000000,Alkalis,RM02/0001,27840,0.185
16847,CUK,502235,PINV64972,2016-10-27T00:00:00.0000000,non-ionic surfactant,RM12/0012,950,2.5559992200314885
16848,CUK,502235,PINV64973,2016-10-27T00:00:00.0000000,non-ionic surfactant,RM12/0012,1900,2.5559992200314885
16849,CHBE,605684,PI1609033,2016-10-27T00:00:00.0000000,Alkalis,RM02/0001,28000,0.1842996428571428
16850,CUK,500296,PINV64935,2016-10-27T00:00:00.0000000,fatty acid,RM14/0001,4250,1.3259108999999998
16851,CUK,501128,PINV64946,2016-10-27T00:00:00.0000000,builder,RM20/0015,24980,1.009999692
16852,CUK,502235,PINV64943,2016-10-27T00:00:00.0000000,non-ionic surfactant,RM12/0003,11400,1.925999412277248
16853,CHBE,605684,PI1609031,2016-10-27T00:00:00.0000000,Alkalis,RM02/0001,27920,0.1845229226361031
16854,CUK,500206,PINV64828,2016-10-26T00:00:00.0000000,anionic surfactant,RM10/0002,9450,1.0649989644444444
16855,CHIT,487190,16-IT1936,2016-10-26T00:00:00.0000000,acid,RM01/0006,27460,0.72
16856,CHBE,605684,PI1609027,2016-10-25T00:00:00.0000000,Alkalis,RM02/0001,27980,0.1844446032880628
16857,CHBE,605684,PI1609028,2016-10-25T00:00:00.0000000,Alkalis,RM02/0001,28000,0.1843657142857142
16858,CHBE,605684,PI1609030,2016-10-25T00:00:00.0000000,Alkalis,RM02/0001,28020,0.185
16859,CHBE,605684,PI1609029,2016-10-25T00:00:00.0000000,Alkalis,RM02/0001,28120,0.185
16860,CHBE,601161,PI1608931,2016-10-24T00:00:00.0000000,Alkalis,RM02/0002,27100,0.325
16861,CHBE,605684,PI1608753,2016-10-20T00:00:00.0000000,Bleaching agent,RM04/0006,28340,0.11
16862,CHIT,488930,16-IT1905,2016-10-19T00:00:00.0000000,non-ionic surfactant,RM12/0012,950,2.5600000000000005
16863,CHBE,601085,PI1608588,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0005,10220,1.63
16864,CHBE,601304,PI1608612,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0008,24450,1.55
16865,CUK,500392,PINV64362,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0005,22980,1.6749994888703998
16866,CHBE,600005,PI1608628,2016-09-30T00:00:00.0000000,builder,RM20/0015,26740,0.955
16867,CUK,501128,PINV64646,2016-09-30T00:00:00.0000000,builder,RM20/0015,24820,1.0099996917964802
16868,CUK,500480,PINV64570,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0005,4630,1.9023939
16869,CHBE,600025,PI1608404,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,27860,0.19
16870,CHBE,600391,PI1608648,2016-09-30T00:00:00.0000000,Solvent,RM08/0010,25040,0.45
16871,CHBE,600168,PI1608640,2016-09-30T00:00:00.0000000,Bleaching agent,RM04/0001,332960,0.2524499639596348
16872,CHBE,600933,PI1608406,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,26850,1.012
16873,CHBE,601085,PI1608616,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0002,21160,1.31
16874,CHBE,601046,PI1608600,2016-09-30T00:00:00.0000000,acid,RM01/0001,21900,0.47
16875,CHBE,601046,PI1608632,2016-09-30T00:00:00.0000000,acid,RM01/0001,21900,0.47
16876,CHIT,485040,16-IT1809,2016-09-30T00:00:00.0000000,anionic surfactant,RM10/0002,2000,1.38
16877,CUK,500292,PINV64507,2016-09-30T00:00:00.0000000,Alkalis,RM02/0002,4500,0.52459953
16878,CHBE,601085,PI1608631,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0005,20000,1.63
16879,CUK,500296,PINV64340,2016-09-30T00:00:00.0000000,fatty acid,RM14/0001,3400,1.00884525
16880,CHBE,605684,PI1608398,2016-09-30T00:00:00.0000000,Bleaching agent,RM04/0006,28260,0.11
16881,CHBE,601085,PI1608588,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0008,9600,1.59
16882,CHBE,600933,PI1608409,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,27200,1.012
16883,CHBE,600933,PI1608405,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,27050,1.012
16884,CHBE,600933,PI1608407,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,27200,1.012
16885,CHBE,601667,PI1608403,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,26900,0.187
16886,CHBE,600168,PI1608642,2016-09-30T00:00:00.0000000,Bleaching agent,RM04/0001,527540,0.2524499943132274
16887,CHBE,605684,PI1608400,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,27900,0.1743727598566308
16888,CHBE,605684,PI1608399,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,28000,0.1742
16889,CHIT,492190,16-IT1871,2016-09-30T00:00:00.0000000,Bleaching agent,RM04/0006,2515,0.19
16890,CHBE,605861,PI1608604,2016-09-30T00:00:00.0000000,Alkalis,RM02/0002,27240,0.345
16891,CHIT,494030,16-IT1852,2016-09-30T00:00:00.0000000,acid,RM01/0006,26180.000000000004,0.7299999999999996
16892,CHBE,600346,PI1608660,2016-09-30T00:00:00.0000000,anionic surfactant,RM10/0002,24120,1.08
16893,CUK,500146,PINV64713,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,165980,0.159109308
16894,CHIT,494030,16-IT1852,2016-09-30T00:00:00.0000000,builder,RM20/0020,27820,0.6200000000000001
16895,CHBE,600435,PI1608606,2016-09-30T00:00:00.0000000,solvent,RM08/0017,1000,1.005
16896,CHIT,487190,16-IT1769,2016-09-30T00:00:00.0000000,Alkalis,RM02/0002,27140,0.42
16897,CHBE,600021,PI1608662,2016-09-30T00:00:00.0000000,acid,RM01/0006,2800,0.924842857
16898,CHBE,600700,PI1608602,2016-09-30T00:00:00.0000000,acid,RM01/0001,28760,0.4470000000000001
16899,CHIT,487210,16-ITUE099,2016-09-30T00:00:00.0000000,fatty acid,RM14/0001,1800,1.5970000000000002
16900,CHBE,600025,PI1608417,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,27920,0.19
16901,CHBE,601667,PI1608402,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,26680,0.187
16902,CUK,500392,PINV64720,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0005,9980,1.6749994888703998
16903,CHBE,600206,PI1608620,2016-09-30T00:00:00.0000000,acid,RM01/0001,26980,0.4786701260192736
16904,CHIT,494030,16-IT1852,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,115000,0.2094048695652173
16905,CHBE,601667,PI1608615,2016-09-30T00:00:00.0000000,acid,RM01/0004,22040,0.3702127949183303
16906,CUK,500146,PINV64671,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,189440,0.1591093079999999
16907,CHBE,601667,PI1608408,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,26600,0.18785
16908,CUK,500296,PINV64512,2016-09-30T00:00:00.0000000,fatty acid,RM14/0001,4250,1.3259108999999998
16909,CHIT,488930,16-IT1830,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,25200,1.63
16910,CHBE,600933,PI1608453,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,27100,1.0119999999999998
16911,CHBE,605684,PI1608276,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,55900,0.1739543828264758
16912,CHIT,498950,16-IT1851,2016-09-30T00:00:00.0000000,Bleaching agent,RM04/0006,25660,0.148
16913,CHBE,600435,PI1608605,2016-09-30T00:00:00.0000000,solvent,RM08/0017,22000,1.005
16914,CHBE,601085,PI1608451,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,23060,1.03
16915,CHBE,605684,PI1608275,2016-09-30T00:00:00.0000000,Alkalis,RM02/0001,27760,0.1742687319884726
16916,CHIT,487210,16-ITUE099,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0002,2700,1.611
16917,CHBE,600700,PI1608594,2016-09-30T00:00:00.0000000,acid,RM01/0001,27960,0.447
16918,CHBE,600933,PI1608410,2016-09-30T00:00:00.0000000,non-ionic surfactant,RM12/0003,27100,1.0119999999999998
16919,CHBE,601046,PI1608200,2016-09-29T00:00:00.0000000,acid,RM01/0001,21950,0.47
16920,CHBE,605200,PI1608181,2016-09-29T00:00:00.0000000,fatty acid,RM14/0001,24800,1.2999999999999998
16921,CHBE,605684,PI1608162,2016-09-29T00:00:00.0000000,Alkalis,RM02/0001,27880,0.1739203730272596
16922,CHBE,600254,PI1608177,2016-09-29T00:00:00.0000000,acid,RM01/0006,24760,0.68
16923,CHBE,605684,PI1608163,2016-09-29T00:00:00.0000000,Bleaching agent,RM04/0006,28180,0.11
16924,CHBE,600005,PI1608229,2016-09-29T00:00:00.0000000,builder,RM20/0020,12500,0.69
16925,CHBE,601667,PI1608180,2016-09-29T00:00:00.0000000,acid,RM01/0004,22060,0.369
16926,CHBE,601667,PI1608205,2016-09-29T00:00:00.0000000,acid,RM01/0004,22040,0.3698498185117968
16927,CHBE,601304,PI1608183,2016-09-29T00:00:00.0000000,non-ionic surfactant,RM12/0005,24200,1.61
16928,CHBE,601046,PI1608207,2016-09-29T00:00:00.0000000,acid,RM01/0001,22000,0.47
16929,CHBE,601046,PI1608185,2016-09-29T00:00:00.0000000,acid,RM01/0001,21050,0.47
16930,CUK,500206,PINV64253,2016-09-28T00:00:00.0000000,anionic surfactant,RM10/0002,9450,1.0649989644444444
16931,CUK,500847,PINV64281,2016-09-28T00:00:00.0000000,Solvent,RM08/0010,10000,0.59954232
16932,CUK,501128,PINV64303,2016-09-28T00:00:00.0000000,builder,RM20/0015,24720,1.009999692
16933,CUK,500392,PINV64309,2016-09-28T00:00:00.0000000,non-ionic surfactant,RM12/0005,22480,1.6749994888703998
16934,CHBE,605684,PI1608161,2016-09-27T00:00:00.0000000,Bleaching agent,RM04/0006,28380,0.11
16935,CHBE,600206,PI1607972,2016-09-26T00:00:00.0000000,acid,RM01/0001,27000,0.47867
16936,CHBE,600435,PI1607967,2016-09-26T00:00:00.0000000,solvent,RM08/0017,1000,1.005
16937,CHBE,601085,PI1608008,2016-09-26T00:00:00.0000000,non-ionic surfactant,RM12/0008,10120,1.59
16938,CHBE,600517,PI1608035,2016-09-26T00:00:00.0000000,acid,RM01/0001,23890,0.47
16939,CHBE,605684,PI1607965,2016-09-26T00:00:00.0000000,Alkalis,RM02/0001,27840,0.1741199712643678
16940,CHBE,600013,PI1608038,2016-09-26T00:00:00.0000000,non-ionic surfactant,RM12/0002,24180,1.31
16941,CHBE,605861,PI1608028,2016-09-26T00:00:00.0000000,Alkalis,RM02/0002,28100,0.345
16942,CHBE,601085,PI1607996,2016-09-26T00:00:00.0000000,non-ionic surfactant,RM12/0005,10000,1.63
16943,CHBE,601085,PI1608007,2016-09-26T00:00:00.0000000,non-ionic surfactant,RM12/0008,9520,1.59
16944,CHBE,600435,PI1608067,2016-09-26T00:00:00.0000000,builder,RM20/0001,22500,0.935
16945,CHBE,601085,PI1607993,2016-09-26T00:00:00.0000000,non-ionic surfactant,RM12/0002,21120,1.3099999999999998
16946,CHBE,601667,PI1608013,2016-09-26T00:00:00.0000000,acid,RM01/0004,22040,0.369
16947,CHBE,605684,PI1607964,2016-09-26T00:00:00.0000000,Alkalis,RM02/0001,55820,0.1740406664278036
16948,CHBE,600005,PI1607980,2016-09-26T00:00:00.0000000,builder,RM20/0015,27380,0.955
16949,CHBE,600206,PI1608001,2016-09-26T00:00:00.0000000,acid,RM01/0001,26980,0.4786701260192736
16950,CHBE,600347,PI1608026,2016-09-26T00:00:00.0000000,solvent,RM08/0017,25340,1.007
16951,CHBE,600206,PI1608016,2016-09-26T00:00:00.0000000,acid,RM01/0001,27020,0.4786698741672835
16952,CHBE,600933,PI1607994,2016-09-26T00:00:00.0000000,non-ionic surfactant,RM12/0003,27100,1.0119999999999998
16953,CHBE,601085,PI1607976,2016-09-26T00:00:00.0000000,non-ionic surfactant,RM12/0005,19920,1.63
16954,CHBE,600346,PI1608044,2016-09-26T00:00:00.0000000,anionic surfactant,RM10/0002,24020,1.0799999999999998
16955,CHBE,600435,PI1608002,2016-09-26T00:00:00.0000000,solvent,RM08/0017,23000,1.005
16956,CUK,502235,PINV64172,2016-09-23T00:00:00.0000000,non-ionic surfactant,RM12/0003,11400,1.925999412277248
16957,CUK,500482,PINV64141,2016-09-23T00:00:00.0000000,non-ionic surfactant,RM12/0005,4750,2.0176905
16958,CHIT,487190,16-IT1713,2016-09-20T00:00:00.0000000,Alkalis,RM02/0001,27020,0.21
16959,CHIT,486240,16-IT1714,2016-09-20T00:00:00.0000000,Solvent,RM08/0010,1250,0.6600000000000003
16960,CHBE,605684,PI1607715,2016-09-19T00:00:00.0000000,Alkalis,RM02/0001,27920,0.1740848853868194
16961,CHBE,605684,PI1607716,2016-09-19T00:00:00.0000000,Bleaching agent,RM04/0006,27920,0.11
16962,CHIT,488930,16-IT1701,2016-09-16T00:00:00.0000000,non-ionic surfactant,RM12/0012,950,2.5600000000000005
16963,CHIT,487190,16-IT1680,2016-09-16T00:00:00.0000000,acid,RM01/0004,10640,0.48
16964,CHIT,487190,16-IT1681,2016-09-16T00:00:00.0000000,Alkalis,RM02/0002,26860.000000000004,0.4249999999999998
16965,CHIT,488930,16-IT1701,2016-09-16T00:00:00.0000000,non-ionic surfactant,RM12/0012,5100,2.66
16966,CHIT,489630,16-IT1706,2016-09-16T00:00:00.0000000,anionic surfactant,RM10/0002,1000,1.5000000000000002
16967,CHIT,487190,16-IT1641,2016-08-31T00:00:00.0000000,acid,RM01/0006,27620,0.75
16968,CUK,500292,PINV63735,2016-08-31T00:00:00.0000000,Alkalis,RM02/0002,4500,0.52459953
16969,CHBE,600005,PI1607147,2016-08-31T00:00:00.0000000,builder,RM20/0015,26600,0.955
16970,CHIT,487210,16-ITUE093,2016-08-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,900,1.286
16971,CHIT,487130,16-IT1519,2016-08-31T00:00:00.0000000,anionic surfactant,RM10/0001,5160,0.48
16972,CHBE,600933,PI1607543,2016-08-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,27150,1.012
16973,CHBE,605684,PI1607118,2016-08-31T00:00:00.0000000,Alkalis,RM02/0001,28000,0.175
16974,CHBE,600933,PI1607510,2016-08-31T00:00:00.0000000,non-ionic surfactant,RM12/0003,27150,1.012
